0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,class,
264,358,2502,744,0,0,2008,9288,0,0,0,0,0,0,0,0,589,166,47,2,454,212,535,22229,0,0,7,8633,0,0,0,0,4,0,0,0,2144,407,160,29,49,98,228,2638,0,0,24,104,0,0,0,0,1294,1,0,0,303,135,122,30,0,0,50,1367,0,0,26,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853,0,0,0,2493,0,0,0,0,0,0,0,0,1914,0,0,0,1,1,1,303,0,0,0,0,0,0,0,0,1516,0,0,0,298,108,0,0,0,0,0,46693,ball,
0,105,646,52,2,53,2418,20179,0,2,1,73,0,0,0,0,0,0,1,1,278,165,219,15393,147,131,97,16090,0,0,0,0,0,0,0,0,38,3,0,0,2215,386,793,1157,462,397,313,754,0,0,0,0,0,0,0,0,394,4,334,194,968,259,432,3034,0,0,0,0,0,0,0,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,871,0,1289,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,109,0,1,61025,ball,
1610,1147,854,1469,24,49,0,2,0,0,0,0,0,0,0,0,274,179,271,1549,106,1458,256,1367,0,0,3,2,0,0,0,0,0,0,0,0,0,43,34,66,0,3,1022,416,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,73,0,0,1,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13906,ball,
0,0,0,1077,0,0,0,11651,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,14809,0,0,0,14584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8318,0,0,0,7399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63151,ball,
4062,2093,275,1,7282,4449,875,110,6706,11650,5554,3215,147,7087,7862,5638,842,1561,2752,517,2194,1191,2324,802,631,2062,2853,1270,34,1924,8996,4316,31,112,1689,2117,1777,764,2602,7802,2517,1799,682,2495,28,239,1913,2027,0,0,1,269,71,107,168,6100,2138,4281,1249,4891,17,2701,2451,2862,121,220,42,0,669,143,10,0,539,646,243,399,11,1434,5213,3148,0,7,233,52,7,7,59,87,6,87,131,23,0,467,14215,10633,8,0,3,222,18,5,36,1915,7,0,0,102,0,1,0,1,0,0,0,29,1,1,0,2464,5,568,94,13709,0,61,10080,88993,ball,
38759,1745,0,0,994,4154,986,0,0,1466,5029,3392,0,0,331,7549,38141,396,0,0,16176,12673,103,0,0,728,2860,1272,0,0,1304,5862,0,0,0,0,0,30,0,0,0,5,73,216,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40625,1927,0,0,0,229,0,0,0,0,0,0,0,0,0,0,86917,3,0,0,11853,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ball,
0,52,1776,1438,0,6,1033,4444,0,0,0,257,0,0,0,0,0,0,1,0,0,1,1135,3105,0,0,66,1638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,574,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17117,ball,
6474,32,0,0,6,75,0,0,0,0,0,0,0,0,0,0,2559,667,0,0,11,6308,21,0,0,2,73,0,0,0,0,0,0,0,0,0,0,139,24,0,0,12,5585,70,0,0,165,917,0,0,0,0,0,0,0,0,0,0,235,20,0,0,63,9103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32561,ball,
13291,641,28,0,18,178,108,257,0,0,0,0,0,0,0,0,13604,540,0,0,5898,13246,110,480,0,2,5,0,0,0,0,0,0,0,0,0,0,110,1,0,0,55,1779,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,95,4,0,0,53,3458,10693,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43237,ball,
36,68,0,0,0,1659,4404,0,0,0,4317,4178,0,0,0,1514,0,0,0,0,0,2322,1649,0,0,5,2959,156,0,0,0,164,0,0,0,0,0,11,36,0,0,1,9524,1717,0,0,49,1051,0,0,0,0,0,0,0,0,0,0,125,275,0,0,32,9571,0,0,0,0,0,17,1434,0,0,0,481,1515,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41912,ball,
1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8451,ball,
2,122,1070,1196,27,25,208,450,73,1109,397,1600,0,980,555,1974,3,29,21,37,690,149,259,547,156,255,85,242,0,127,979,857,0,0,0,0,1549,24,6,3,2262,483,51,350,1,62,394,1082,0,0,0,0,0,0,0,0,1206,383,45,6,49,164,504,3873,0,0,0,0,0,0,0,0,0,221,0,0,0,530,0,0,0,0,0,0,33,0,0,0,0,2,0,0,0,7,116,0,0,0,0,0,188,0,0,0,366,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,668,15,0,0,0,0,0,24550,ball,
1892,1580,0,0,19,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623,722,0,0,10,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,173,0,0,89,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13315,ball,
3146,149,229,753,23,46,197,195,0,2,102,49,0,0,62,0,1529,75,112,693,150,1866,664,1003,0,55,767,933,0,0,679,832,0,0,0,0,0,433,100,104,0,103,3769,902,0,0,596,1122,0,0,0,0,0,0,0,0,0,0,783,103,0,0,617,3800,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,35,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25671,ball,
60,527,2932,8110,3,86,1363,4475,0,0,83,9571,0,0,0,5079,1207,1108,3110,9005,3975,4588,7896,8300,0,13,2780,10485,0,0,0,2842,18,6,1,0,10087,3514,1460,432,853,2889,5847,7011,0,0,10,7041,0,0,0,0,4642,16,0,0,5144,4552,2797,428,12,1246,6171,11933,0,0,140,1821,0,0,547,16,0,0,0,1179,0,0,0,4685,30,2,138,5083,56,172,1439,5002,0,0,11,1762,0,0,0,2152,0,0,0,0,3596,282,50,43,1,101,762,3306,0,0,0,2863,0,0,0,0,492,0,0,0,2456,2501,410,0,0,16,772,121822,ball,
19935,3738,0,0,27290,42287,419,0,0,11514,1499,907,0,0,15,1439,1283,177,0,0,2914,30967,15117,0,37,6798,17206,653,0,0,357,2902,71,0,0,0,2975,347,141,0,1716,1855,32493,3584,0,3,3733,7959,0,0,0,0,168,2,0,0,1416,2146,1485,336,16,1035,4341,17592,13735,784,0,0,32,1865,0,0,0,0,7,623,0,0,0,1243,27,0,0,0,73,70567,10582,0,0,2,3610,5,0,0,0,1013,28,0,0,0,1231,1,2,0,138,68,44271,1181,0,0,57,1990,0,0,0,0,9,0,0,0,366,358,120,7,1,63,1264,115545,ball,
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,199,12,0,0,0,0,0,0,0,0,0,0,44,0,0,0,3368,2289,0,0,156,1685,144,0,0,0,0,0,0,0,0,0,2168,53,0,0,1656,2013,778,0,0,0,404,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18398,ball,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2868,11324,0,0,1,3578,112,0,0,0,0,0,0,0,0,0,4,3723,0,0,2,12028,5471,0,0,0,2981,3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,11922,74,0,0,0,0,32573,ball,
2527,37,0,0,14,251,0,0,0,0,0,0,0,0,0,0,193,3,0,0,73,2860,1,0,0,2,22,0,0,0,0,0,0,0,0,0,0,32,0,0,0,10,882,1,0,0,4,37,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7928,ball,
6182,479,0,0,274,4550,0,0,0,0,0,0,0,0,0,0,0,3,0,0,274,16003,303,0,0,605,4130,0,0,0,0,0,0,0,0,0,149,31,0,0,128,35,10929,23,0,0,109,669,0,0,0,0,0,0,0,0,38,26,47,1,0,7,65,3547,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3627,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13320,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31581,ball,
0,0,4491,8667,0,0,0,119,0,0,0,0,0,0,0,0,0,0,34,4942,0,0,16,4228,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,1485,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26596,ball,
6038,15,0,0,2400,1415,0,0,0,0,0,0,0,0,0,0,261,0,0,0,1349,13781,158,0,0,441,1931,0,0,0,0,0,0,0,0,0,0,177,1,0,0,295,11403,111,0,0,71,446,0,0,0,0,0,0,0,0,0,0,1319,38,0,0,1186,6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49359,ball,
